"","i","j","t","prob","collabType"
"51",3,17,2,0.000162547355356351,3
"52",3,18,2,0.000162547355356351,3
"53",3,24,2,0.000162547355356351,3
"54",3,31,2,0.0191705639681803,3
"55",3,90,2,0.0191705639681803,3
"56",3,91,2,0.0191705639681803,3
"57",4,1,2,7.11766013836016e-05,2
"58",4,5,2,0.00876872055886543,2
"59",4,6,2,1.1238900121707e-08,2
"60",4,8,2,0.000183510490065576,2
"61",4,19,2,7.35763748146306e-05,2
"62",4,20,2,6.80363150959494e-05,2
"63",4,21,2,6.80363150959494e-05,2
"64",4,22,2,0.0001040594269411,2
"65",4,27,2,7.35763748146306e-05,2
"66",4,30,2,2.05134072528339e-10,2
"67",4,32,2,7.35763748146306e-05,2
"68",4,33,2,7.35763748146306e-05,2
"69",4,34,2,0.000139703217504514,2
"70",4,38,2,6.98908852949827e-08,2
"71",4,41,2,7.35763748146306e-05,2
"72",4,42,2,7.35763748146306e-05,2
"73",4,47,2,7.59240668724147e-05,2
"74",4,60,2,0.000679078784631595,2
"75",4,61,2,7.35763748146306e-05,2
"76",4,73,2,7.35763748146306e-05,2
"77",4,78,2,7.35763748146306e-05,2
"78",4,79,2,7.35763748146306e-05,2
"79",4,83,2,0.00876872055886543,2
"80",4,84,2,2.3258958572148e-06,2
"81",4,85,2,0.00876872055886543,2
"82",4,86,2,0.00876872055886543,2
"83",4,87,2,0.00876872055886543,2
"84",4,88,2,0.000151825774635217,2
"85",4,92,2,0.00876872055886543,2
"86",4,100,2,7.35763748146306e-05,2
"87",5,1,2,7.11766013836016e-05,2
"88",5,4,2,0.00876872055886543,2
"89",5,6,2,1.1238900121707e-08,2
"90",5,8,2,0.000183510490065576,2
"91",5,19,2,7.35763748146306e-05,2
"92",5,20,2,6.80363150959494e-05,2
"93",5,21,2,6.80363150959494e-05,2
"94",5,22,2,0.0001040594269411,2
"95",5,27,2,7.35763748146306e-05,2
"96",5,30,2,2.05134072528339e-10,2
"97",5,32,2,7.35763748146306e-05,2
"98",5,33,2,7.35763748146306e-05,2
"99",5,34,2,0.000139703217504514,2
"100",5,38,2,6.98908852949827e-08,2
"101",5,41,2,7.35763748146306e-05,2
"102",5,42,2,7.35763748146306e-05,2
"103",5,47,2,7.59240668724147e-05,2
"104",5,60,2,0.000679078784631595,2
"105",5,61,2,7.35763748146306e-05,2
"106",5,73,2,7.35763748146306e-05,2
"107",5,78,2,7.35763748146306e-05,2
"108",5,79,2,7.35763748146306e-05,2
"109",5,83,2,0.00876872055886543,2
"110",5,84,2,2.3258958572148e-06,2
"111",5,85,2,0.00876872055886543,2
"112",5,86,2,0.00876872055886543,2
"113",5,87,2,0.00876872055886543,2
"114",5,88,2,0.000151825774635217,2
"115",5,92,2,0.00876872055886543,2
"116",5,100,2,7.35763748146306e-05,2
"117",6,1,2,1.0872305090241e-08,2
"118",6,4,2,1.1238900121707e-08,2
"119",6,5,2,1.1238900121707e-08,2
"120",6,8,2,2.80345806053107e-08,2
"121",6,19,2,1.1238900121707e-08,2
"122",6,20,2,1.24943640777295e-06,2
"123",6,21,2,1.24943640777295e-06,2
"124",6,22,2,1.91104169063001e-06,2
"125",6,27,2,1.1238900121707e-08,2
"126",6,30,2,2.66677993113519e-13,2
"127",6,32,2,1.1238900121707e-08,2
"128",6,33,2,1.1238900121707e-08,2
"129",6,34,2,2.13412843085155e-08,2
"130",6,38,2,9.08594174278783e-11,2
"131",6,41,2,1.3511828395148e-06,2
"132",6,42,2,1.3511828395148e-06,2
"133",6,47,2,1.15975407826421e-08,2
"134",6,60,2,1.03793131179913e-07,2
"135",6,61,2,1.1238900121707e-08,2
"136",6,73,2,1.1238900121707e-08,2
"137",6,78,2,1.1238900121707e-08,2
"138",6,79,2,1.1238900121707e-08,2
"139",6,83,2,1.1238900121707e-08,2
"140",6,84,2,3.55258723398503e-10,2
"141",6,85,2,1.1238900121707e-08,2
"142",6,86,2,1.1238900121707e-08,2
"143",6,87,2,1.1238900121707e-08,2
"144",6,88,2,2.31934264556064e-08,2
"145",6,92,2,1.1238900121707e-08,2
"146",6,100,2,1.1238900121707e-08,2
"147",7,10,2,7.15198467406569e-05,1
"148",7,13,2,7.15198467406569e-05,1
"149",7,23,2,9.51748679228092e-05,1
"150",7,25,2,8.25238891279685e-09,1
"151",7,26,2,0.000120758738705669,1
"152",7,28,2,7.15198467406569e-05,1
"153",7,29,2,2.35754760429878e-05,1
"154",7,35,2,7.15198467406569e-05,1
"155",7,36,2,7.15198467406569e-05,1
"156",7,37,2,0.00852569888352817,1
"157",7,39,2,5.60585832254219e-06,1
"158",7,40,2,7.15198467406569e-05,1
"159",7,43,2,7.15198467406569e-05,1
"160",7,44,2,7.15198467406569e-05,1
"161",7,45,2,0.000144072809181768,1
"162",7,46,2,0.000119149916389619,1
"163",7,48,2,4.45722083381207e-05,1
"164",7,49,2,0.00063475132441166,1
"165",7,50,2,0.000181874683146437,1
"166",7,51,2,7.15198467406569e-05,1
"167",7,52,2,7.15198467406569e-05,1
"168",7,53,2,7.15198467406569e-05,1
"169",7,54,2,7.15198467406569e-05,1
"170",7,55,2,7.15198467406569e-05,1
"171",7,56,2,7.15198467406569e-05,1
"172",7,57,2,7.15198467406569e-05,1
"173",7,58,2,7.15198467406569e-05,1
"174",7,59,2,7.15198467406569e-05,1
"175",7,62,2,7.15198467406569e-05,1
"176",7,63,2,7.15198467406569e-05,1
"177",7,64,2,7.15198467406569e-05,1
"178",7,65,2,7.15198467406569e-05,1
"179",7,67,2,7.15198467406569e-05,1
"180",7,68,2,7.15198467406569e-05,1
"181",7,69,2,7.15198467406569e-05,1
"182",7,70,2,7.15198467406569e-05,1
"183",7,71,2,7.15198467406569e-05,1
"184",7,72,2,7.15198467406569e-05,1
"185",7,74,2,4.31939233840482e-05,1
"186",7,75,2,7.15198467406569e-05,1
"187",7,76,2,0.00111501500001175,1
"188",7,77,2,7.15198467406569e-05,1
"189",7,80,2,7.15198467406569e-05,1
"190",7,81,2,0.000160726205063974,1
"191",7,82,2,0.000253047108638991,1
"192",7,89,2,7.15198467406569e-05,1
"193",7,93,2,7.15198467406569e-05,1
"194",7,94,2,0.000265351050525054,1
"195",7,95,2,7.15198467406569e-05,1
"196",7,96,2,0.000120558634740459,1
"197",7,97,2,0.000109454408012802,1
"198",7,99,2,7.15198467406569e-05,1
"199",8,1,2,0.0209004746897529,2
"200",8,4,2,0.000183510490065576,2
"201",8,5,2,0.000183510490065576,2
"202",8,6,2,2.80345806053107e-08,2
"203",8,19,2,0.000183510490065576,2
"204",8,20,2,0.000169694156791077,2
"205",8,21,2,0.000169694156791077,2
"206",8,22,2,0.000259527962702157,2
"207",8,27,2,0.0215899869411955,2
"208",8,30,2,4.35515844395319e-09,2
"209",8,32,2,0.000183510490065576,2
"210",8,33,2,0.000183510490065576,2
"211",8,34,2,0.000348406305871151,2
"212",8,38,2,1.74337476480864e-07,2
"213",8,41,2,0.000183510490065576,2
"214",8,42,2,0.000183510490065576,2
"215",8,47,2,0.00018936532110293,2
"216",8,60,2,0.00169219305960901,2
"217",8,61,2,0.000183510490065576,2
"218",8,73,2,0.000183510490065576,2
"219",8,78,2,0.000183510490065576,2
"220",8,79,2,0.000183510490065576,2
"221",8,83,2,0.000183510490065576,2
"222",8,84,2,5.80175004958768e-06,2
"223",8,85,2,0.000183510490065576,2
"224",8,86,2,0.000183510490065576,2
"225",8,87,2,0.000183510490065576,2
"226",8,88,2,0.000378631932343401,2
"227",8,92,2,0.000183510490065576,2
"228",8,100,2,0.000183510490065576,2
"229",9,2,2,0.000236308022099059,3
"230",9,3,2,0.000162547355356351,3
"231",9,11,2,0.0276314019693541,3
"232",9,12,2,0.0276314019693541,3
"233",9,14,2,0.00039895249595843,3
"234",9,15,2,0.000236308022099059,3
"235",9,16,2,0.000236308022099059,3
"236",9,17,2,0.000236308022099059,3
"237",9,18,2,0.000236308022099059,3
"238",9,24,2,0.000236308022099059,3
"239",9,31,2,0.000236308022099059,3
"240",9,90,2,0.000236308022099059,3
"241",9,91,2,0.000236308022099059,3
"242",10,7,2,7.15198467406569e-05,1
"243",10,13,2,0.00852569888352817,1
"244",10,23,2,9.51748679228092e-05,1
"245",10,25,2,8.25238891279685e-09,1
"246",10,26,2,0.000120758738705669,1
"247",10,28,2,7.15198467406569e-05,1
"248",10,29,2,2.35754760429878e-05,1
"249",10,35,2,7.15198467406569e-05,1
"250",10,36,2,7.15198467406569e-05,1
"251",10,37,2,7.15198467406569e-05,1
"252",10,39,2,5.60585832254219e-06,1
"253",10,40,2,7.15198467406569e-05,1
"254",10,43,2,7.15198467406569e-05,1
"255",10,44,2,7.15198467406569e-05,1
"256",10,45,2,0.000144072809181768,1
"257",10,46,2,0.000119149916389619,1
"258",10,48,2,4.45722083381207e-05,1
"259",10,49,2,0.00063475132441166,1
"260",10,50,2,0.000181874683146437,1
"261",10,51,2,7.15198467406569e-05,1
"262",10,52,2,7.15198467406569e-05,1
"263",10,53,2,7.15198467406569e-05,1
"264",10,54,2,7.15198467406569e-05,1
"265",10,55,2,7.15198467406569e-05,1
"266",10,56,2,7.15198467406569e-05,1
"267",10,57,2,7.15198467406569e-05,1
"268",10,58,2,7.15198467406569e-05,1
"269",10,59,2,7.15198467406569e-05,1
"270",10,62,2,7.15198467406569e-05,1
"271",10,63,2,7.15198467406569e-05,1
"272",10,64,2,7.15198467406569e-05,1
"273",10,65,2,7.15198467406569e-05,1
"274",10,67,2,7.15198467406569e-05,1
"275",10,68,2,7.15198467406569e-05,1
"276",10,69,2,7.15198467406569e-05,1
"277",10,70,2,7.15198467406569e-05,1
"278",10,71,2,7.15198467406569e-05,1
"279",10,72,2,7.15198467406569e-05,1
"280",10,74,2,4.31939233840482e-05,1
"281",10,75,2,7.15198467406569e-05,1
"282",10,76,2,9.28475185966384e-06,1
"283",10,77,2,7.15198467406569e-05,1
"284",10,80,2,7.15198467406569e-05,1
"285",10,81,2,0.000160726205063974,1
"286",10,82,2,0.000253047108638991,1
"287",10,89,2,7.15198467406569e-05,1
"288",10,93,2,7.15198467406569e-05,1
"289",10,94,2,0.000265351050525054,1
"290",10,95,2,7.15198467406569e-05,1
"291",10,96,2,0.000120558634740459,1
"292",10,97,2,0.000109454408012802,1
"293",10,99,2,7.15198467406569e-05,1
"294",11,2,2,0.000236308022099059,3
"295",11,3,2,0.000162547355356351,3
"296",11,9,2,0.0276314019693541,3
"297",11,12,2,0.0276314019693541,3
"298",11,14,2,0.00039895249595843,3
"299",11,15,2,0.000236308022099059,3
"300",11,16,2,0.000236308022099059,3
"301",11,17,2,0.000236308022099059,3
"302",11,18,2,0.000236308022099059,3
"303",11,24,2,0.000236308022099059,3
"304",11,31,2,0.000236308022099059,3
"305",11,90,2,0.000236308022099059,3
"306",11,91,2,0.000236308022099059,3
"307",12,2,2,0.000236308022099059,3
"308",12,3,2,0.000162547355356351,3
"309",12,9,2,0.0276314019693541,3
"310",12,11,2,0.0276314019693541,3
"311",12,14,2,0.00039895249595843,3
"312",12,15,2,0.000236308022099059,3
"313",12,16,2,0.000236308022099059,3
"314",12,17,2,0.000236308022099059,3
"315",12,18,2,0.000236308022099059,3
"316",12,24,2,0.000236308022099059,3
"317",12,31,2,0.000236308022099059,3
"318",12,90,2,0.000236308022099059,3
"319",12,91,2,0.000236308022099059,3
"320",13,7,2,7.15198467406569e-05,1
"321",13,10,2,0.00852569888352817,1
"322",13,23,2,9.51748679228092e-05,1
"323",13,25,2,8.25238891279685e-09,1
"324",13,26,2,0.000120758738705669,1
"325",13,28,2,7.15198467406569e-05,1
"326",13,29,2,2.35754760429878e-05,1
"327",13,35,2,7.15198467406569e-05,1
"328",13,36,2,7.15198467406569e-05,1
"329",13,37,2,7.15198467406569e-05,1
"330",13,39,2,5.60585832254219e-06,1
"331",13,40,2,7.15198467406569e-05,1
"332",13,43,2,7.15198467406569e-05,1
"333",13,44,2,7.15198467406569e-05,1
"334",13,45,2,0.000144072809181768,1
"335",13,46,2,0.000119149916389619,1
"336",13,48,2,4.45722083381207e-05,1
"337",13,49,2,0.00063475132441166,1
"338",13,50,2,0.000181874683146437,1
"339",13,51,2,7.15198467406569e-05,1
"340",13,52,2,7.15198467406569e-05,1
"341",13,53,2,7.15198467406569e-05,1
"342",13,54,2,7.15198467406569e-05,1
"343",13,55,2,7.15198467406569e-05,1
"344",13,56,2,7.15198467406569e-05,1
"345",13,57,2,7.15198467406569e-05,1
"346",13,58,2,7.15198467406569e-05,1
"347",13,59,2,7.15198467406569e-05,1
"348",13,62,2,7.15198467406569e-05,1
"349",13,63,2,7.15198467406569e-05,1
"350",13,64,2,7.15198467406569e-05,1
"351",13,65,2,7.15198467406569e-05,1
"352",13,67,2,7.15198467406569e-05,1
"353",13,68,2,7.15198467406569e-05,1
"354",13,69,2,7.15198467406569e-05,1
"355",13,70,2,7.15198467406569e-05,1
"356",13,71,2,7.15198467406569e-05,1
"357",13,72,2,7.15198467406569e-05,1
"358",13,74,2,4.31939233840482e-05,1
"359",13,75,2,7.15198467406569e-05,1
"360",13,76,2,9.28475185966384e-06,1
"361",13,77,2,7.15198467406569e-05,1
"362",13,80,2,7.15198467406569e-05,1
"363",13,81,2,0.000160726205063974,1
"364",13,82,2,0.000253047108638991,1
"365",13,89,2,7.15198467406569e-05,1
"366",13,93,2,7.15198467406569e-05,1
"367",13,94,2,0.000265351050525054,1
"368",13,95,2,7.15198467406569e-05,1
"369",13,96,2,0.000120558634740459,1
"370",13,97,2,0.000109454408012802,1
"371",13,99,2,7.15198467406569e-05,1
"372",14,2,2,0.00039895249595843,3
"373",14,3,2,0.00027443827638375,3
"374",14,9,2,0.00039895249595843,3
"375",14,11,2,0.00039895249595843,3
"376",14,12,2,0.00039895249595843,3
"377",14,15,2,0.0457858445980651,3
"378",14,16,2,0.0457858445980651,3
"379",14,17,2,0.0457858445980651,3
"380",14,18,2,0.0457858445980651,3
"381",14,24,2,0.0457858445980651,3
"382",14,31,2,0.00039895249595843,3
"383",14,90,2,0.00039895249595843,3
"384",14,91,2,0.00039895249595843,3
"385",15,2,2,0.000236308022099059,3
"386",15,3,2,0.000162547355356351,3
"387",15,9,2,0.000236308022099059,3
"388",15,11,2,0.000236308022099059,3
"389",15,12,2,0.000236308022099059,3
"390",15,14,2,0.0457858445980651,3
"391",15,16,2,0.0276314019693541,3
"392",15,17,2,0.0276314019693541,3
"393",15,18,2,0.0276314019693541,3
"394",15,24,2,0.0276314019693541,3
"395",15,31,2,0.000236308022099059,3
"396",15,90,2,0.000236308022099059,3
"397",15,91,2,0.000236308022099059,3
"398",16,2,2,0.000236308022099059,3
"399",16,3,2,0.000162547355356351,3
"400",16,9,2,0.000236308022099059,3
"401",16,11,2,0.000236308022099059,3
"402",16,12,2,0.000236308022099059,3
"403",16,14,2,0.0457858445980651,3
"404",16,15,2,0.0276314019693541,3
"405",16,17,2,0.0276314019693541,3
"406",16,18,2,0.0276314019693541,3
"407",16,24,2,0.0276314019693541,3
"408",16,31,2,0.000236308022099059,3
"409",16,90,2,0.000236308022099059,3
"410",16,91,2,0.000236308022099059,3
"411",17,2,2,0.000236308022099059,3
"412",17,3,2,0.000162547355356351,3
"413",17,9,2,0.000236308022099059,3
"414",17,11,2,0.000236308022099059,3
"415",17,12,2,0.000236308022099059,3
"416",17,14,2,0.0457858445980651,3
"417",17,15,2,0.0276314019693541,3
"418",17,16,2,0.0276314019693541,3
"419",17,18,2,0.0276314019693541,3
"420",17,24,2,0.0276314019693541,3
"421",17,31,2,0.000236308022099059,3
"422",17,90,2,0.000236308022099059,3
"423",17,91,2,0.000236308022099059,3
"424",18,2,2,0.000236308022099059,3
"425",18,3,2,0.000162547355356351,3
"426",18,9,2,0.000236308022099059,3
"427",18,11,2,0.000236308022099059,3
"428",18,12,2,0.000236308022099059,3
"429",18,14,2,0.0457858445980651,3
"430",18,15,2,0.0276314019693541,3
"431",18,16,2,0.0276314019693541,3
"432",18,17,2,0.0276314019693541,3
"433",18,24,2,0.0276314019693541,3
"434",18,31,2,0.000236308022099059,3
"435",18,90,2,0.000236308022099059,3
"436",18,91,2,0.000236308022099059,3
"437",19,1,2,7.11766013836016e-05,2
"438",19,4,2,7.35763748146306e-05,2
"439",19,5,2,7.35763748146306e-05,2
"440",19,6,2,1.1238900121707e-08,2
"441",19,8,2,0.000183510490065576,2
"442",19,20,2,6.80363150959494e-05,2
"443",19,21,2,6.80363150959494e-05,2
"444",19,22,2,0.0001040594269411,2
"445",19,27,2,7.35763748146306e-05,2
"446",19,30,2,2.05134072528339e-10,2
"447",19,32,2,0.00876872055886543,2
"448",19,33,2,0.00876872055886543,2
"449",19,34,2,0.000139703217504514,2
"450",19,38,2,6.98908852949827e-08,2
"451",19,41,2,7.35763748146306e-05,2
"452",19,42,2,7.35763748146306e-05,2
"453",19,47,2,7.59240668724147e-05,2
"454",19,60,2,0.000679078784631595,2
"455",19,61,2,7.35763748146306e-05,2
"456",19,73,2,7.35763748146306e-05,2
"457",19,78,2,7.35763748146306e-05,2
"458",19,79,2,7.35763748146306e-05,2
"459",19,83,2,7.35763748146306e-05,2
"460",19,84,2,2.3258958572148e-06,2
"461",19,85,2,7.35763748146306e-05,2
"462",19,86,2,7.35763748146306e-05,2
"463",19,87,2,7.35763748146306e-05,2
"464",19,88,2,0.000151825774635217,2
"465",19,92,2,7.35763748146306e-05,2
"466",19,100,2,7.35763748146306e-05,2
"467",20,1,2,6.58172248401335e-05,2
"468",20,4,2,6.80363150959494e-05,2
"469",20,5,2,6.80363150959494e-05,2
"470",20,6,2,1.24943640777295e-06,2
"471",20,8,2,0.000169694156791077,2
"472",20,19,2,6.80363150959494e-05,2
"473",20,21,2,0.00750738175959113,2
"474",20,22,2,0.0114372535185469,2
"475",20,27,2,6.80363150959494e-05,2
"476",20,30,2,1.89687098682953e-10,2
"477",20,32,2,6.80363150959494e-05,2
"478",20,33,2,6.80363150959494e-05,2
"479",20,34,2,0.000129184666679422,2
"480",20,38,2,6.46279731209677e-08,2
"481",20,41,2,0.00811377726851211,2
"482",20,42,2,0.00811377726851211,2
"483",20,47,2,7.02072460530888e-05,2
"484",20,60,2,0.000627975012251031,2
"485",20,61,2,6.80363150959494e-05,2
"486",20,73,2,6.80363150959494e-05,2
"487",20,78,2,6.80363150959494e-05,2
"488",20,79,2,6.80363150959494e-05,2
"489",20,83,2,6.80363150959494e-05,2
"490",20,84,2,2.15075198781686e-06,2
"491",20,85,2,6.80363150959494e-05,2
"492",20,86,2,6.80363150959494e-05,2
"493",20,87,2,6.80363150959494e-05,2
"494",20,88,2,0.000140394618995975,2
"495",20,92,2,6.80363150959494e-05,2
"496",20,100,2,6.80363150959494e-05,2
"497",21,1,2,6.58172248401335e-05,2
"498",21,4,2,6.80363150959494e-05,2
"499",21,5,2,6.80363150959494e-05,2
"500",21,6,2,1.24943640777295e-06,2
"501",21,8,2,0.000169694156791077,2
"502",21,19,2,6.80363150959494e-05,2
"503",21,20,2,0.00750738175959113,2
"504",21,22,2,0.0114372535185469,2
"505",21,27,2,6.80363150959494e-05,2
"506",21,30,2,1.89687098682953e-10,2
"507",21,32,2,6.80363150959494e-05,2
"508",21,33,2,6.80363150959494e-05,2
"509",21,34,2,0.000129184666679422,2
"510",21,38,2,6.46279731209677e-08,2
"511",21,41,2,0.00811377726851211,2
"512",21,42,2,0.00811377726851211,2
"513",21,47,2,7.02072460530888e-05,2
"514",21,60,2,0.000627975012251031,2
"515",21,61,2,6.80363150959494e-05,2
"516",21,73,2,6.80363150959494e-05,2
"517",21,78,2,6.80363150959494e-05,2
"518",21,79,2,6.80363150959494e-05,2
"519",21,83,2,6.80363150959494e-05,2
"520",21,84,2,2.15075198781686e-06,2
"521",21,85,2,6.80363150959494e-05,2
"522",21,86,2,6.80363150959494e-05,2
"523",21,87,2,6.80363150959494e-05,2
"524",21,88,2,0.000140394618995975,2
"525",21,92,2,6.80363150959494e-05,2
"526",21,100,2,6.80363150959494e-05,2
"527",22,1,2,0.000100665515727308,2
"528",22,4,2,0.0001040594269411,2
"529",22,5,2,0.0001040594269411,2
"530",22,6,2,1.91104169063001e-06,2
"531",22,8,2,0.000259527962702157,2
"532",22,19,2,0.0001040594269411,2
"533",22,20,2,0.0114372535185469,2
"534",22,21,2,0.0114372535185469,2
"535",22,27,2,0.0001040594269411,2
"536",22,30,2,2.90130967289357e-10,2
"537",22,32,2,0.0001040594269411,2
"538",22,33,2,0.0001040594269411,2
"539",22,34,2,0.000197577530778815,2
"540",22,38,2,9.88500316886445e-08,2
"541",22,41,2,0.0123571253077738,2
"542",22,42,2,0.0123571253077738,2
"543",22,47,2,0.000107379674855056,2
"544",22,60,2,0.000960183556250032,2
"545",22,61,2,0.0001040594269411,2
"546",22,73,2,0.0001040594269411,2
"547",22,78,2,0.0001040594269411,2
"548",22,79,2,0.0001040594269411,2
"549",22,83,2,0.0001040594269411,2
"550",22,84,2,3.28962300738064e-06,2
"551",22,85,2,0.0001040594269411,2
"552",22,86,2,0.0001040594269411,2
"553",22,87,2,0.0001040594269411,2
"554",22,88,2,0.000214720974440303,2
"555",22,92,2,0.0001040594269411,2
"556",22,100,2,0.0001040594269411,2
"557",23,7,2,9.51748679228092e-05,1
"558",23,10,2,9.51748679228092e-05,1
"559",23,13,2,9.51748679228092e-05,1
"560",23,25,2,1.32031023509684e-06,1
"561",23,26,2,0.0189564142983516,1
"562",23,28,2,9.51748679228092e-05,1
"563",23,29,2,3.13735068640727e-05,1
"564",23,35,2,9.51748679228092e-05,1
"565",23,36,2,9.51748679228092e-05,1
"566",23,37,2,9.51748679228092e-05,1
"567",23,39,2,7.46014543408446e-06,1
"568",23,40,2,0.0113139155156806,1
"569",23,43,2,0.0113139155156806,1
"570",23,44,2,9.51748679228092e-05,1
"571",23,45,2,0.000191719951155984,1
"572",23,46,2,0.000158555973144918,1
"573",23,48,2,5.93148901701662e-05,1
"574",23,49,2,0.000844536494966754,1
"575",23,50,2,0.000242020472767088,1
"576",23,51,2,9.51748679228092e-05,1
"577",23,52,2,9.51748679228092e-05,1
"578",23,53,2,9.51748679228092e-05,1
"579",23,54,2,9.51748679228092e-05,1
"580",23,55,2,9.51748679228092e-05,1
"581",23,56,2,9.51748679228092e-05,1
"582",23,57,2,9.51748679228092e-05,1
"583",23,58,2,9.51748679228092e-05,1
"584",23,59,2,9.51748679228092e-05,1
"585",23,62,2,9.51748679228092e-05,1
"586",23,63,2,9.51748679228092e-05,1
"587",23,64,2,9.51748679228092e-05,1
"588",23,65,2,9.51748679228092e-05,1
"589",23,67,2,9.51748679228092e-05,1
"590",23,68,2,9.51748679228092e-05,1
"591",23,69,2,9.51748679228092e-05,1
"592",23,70,2,9.51748679228092e-05,1
"593",23,71,2,9.51748679228092e-05,1
"594",23,72,2,9.51748679228092e-05,1
"595",23,74,2,5.74807505642717e-05,1
"596",23,75,2,9.51748679228092e-05,1
"597",23,76,2,1.23559160645956e-05,1
"598",23,77,2,9.51748679228092e-05,1
"599",23,80,2,9.51748679228092e-05,1
"600",23,81,2,0.000213879708629219,1
"601",23,82,2,0.000336721626847074,1
"602",23,89,2,9.51748679228092e-05,1
"603",23,93,2,9.51748679228092e-05,1
"604",23,94,2,0.000353092648593067,1
"605",23,95,2,9.51748679228092e-05,1
"606",23,96,2,0.0189255932344689,1
"607",23,97,2,0.0172122405162703,1
"608",23,99,2,9.51748679228092e-05,1
"609",24,2,2,0.000236308022099059,3
"610",24,3,2,0.000162547355356351,3
"611",24,9,2,0.000236308022099059,3
"612",24,11,2,0.000236308022099059,3
"613",24,12,2,0.000236308022099059,3
"614",24,14,2,0.0457858445980651,3
"615",24,15,2,0.0276314019693541,3
"616",24,16,2,0.0276314019693541,3
"617",24,17,2,0.0276314019693541,3
"618",24,18,2,0.0276314019693541,3
"619",24,31,2,0.000236308022099059,3
"620",24,90,2,0.000236308022099059,3
"621",24,91,2,0.000236308022099059,3
"622",25,7,2,8.25238891279685e-09,1
"623",25,10,2,8.25238891279685e-09,1
"624",25,13,2,8.25238891279685e-09,1
"625",25,23,2,1.32031023509684e-06,1
"626",25,26,2,1.67526391299219e-06,1
"627",25,28,2,8.25238891279685e-09,1
"628",25,29,2,2.72014942794704e-09,1
"629",25,35,2,8.25238891279685e-09,1
"630",25,36,2,8.25238891279685e-09,1
"631",25,37,2,8.25238891279685e-09,1
"632",25,39,2,6.46794927783489e-10,1
"633",25,40,2,9.92133583669387e-07,1
"634",25,43,2,9.92133583669387e-07,1
"635",25,44,2,8.25238891279685e-09,1
"636",25,45,2,1.6625191065974e-08,1
"637",25,46,2,1.37488868789622e-08,1
"638",25,48,2,5.14287017238356e-09,1
"639",25,49,2,7.32826885311985e-08,1
"640",25,50,2,2.09881079137933e-08,1
"641",25,51,2,8.25238891279685e-09,1
"642",25,52,2,8.25238891279685e-09,1
"643",25,53,2,8.25238891279685e-09,1
"644",25,54,2,8.25238891279685e-09,1
"645",25,55,2,8.25238891279685e-09,1
"646",25,56,2,8.25238891279685e-09,1
"647",25,57,2,8.25238891279685e-09,1
"648",25,58,2,8.25238891279685e-09,1
"649",25,59,2,8.25238891279685e-09,1
"650",25,62,2,8.25238891279685e-09,1
"651",25,63,2,8.25238891279685e-09,1
"652",25,64,2,8.25238891279685e-09,1
"653",25,65,2,8.25238891279685e-09,1
"654",25,67,2,8.25238891279685e-09,1
"655",25,68,2,8.25238891279685e-09,1
"656",25,69,2,8.25238891279685e-09,1
"657",25,70,2,8.25238891279685e-09,1
"658",25,71,2,8.25238891279685e-09,1
"659",25,72,2,8.25238891279685e-09,1
"660",25,74,2,4.98383280370063e-09,1
"661",25,75,2,8.25238891279685e-09,1
